age,employment_status,income,credit_history,savings_account,num_existing_loans,loan_amount,loan_duration_months,debt_ratio,payment_history_score,housing,purpose,creditworthy
33,self-employed,62368.68,delay in past,none,1,19435.91,24,0.128,26.1,rent,furniture,0
34,employed,44421.86,all paid duly,$5000-$10000,0,594.28,24,0.01,84.9,rent,furniture,1
32,employed,60893.51,existing paid duly,> $10000,3,5530.9,18,0.076,64.6,own,education,1
42,employed,61899.9,existing paid duly,$1000-$5000,1,14678.25,24,0.088,74.2,own,appliances,1
48,self-employed,63803.9,all paid duly,none,1,7112.62,18,0.041,58.4,own,furniture,1
37,employed,22089.62,existing paid duly,$5000-$10000,2,1860.24,60,0.01,82.6,own,other,1
39,employed,31747.0,all paid duly,$1000-$5000,2,16915.11,6,1.263,,rent,car,1
33,employed,40671.05,critical account,< $1000,1,1110.43,24,0.016,61.8,own,furniture,0
30,employed,,delay in past,$5000-$10000,0,9197.42,12,0.141,84.3,own,education,1
52,student,7940.23,all paid duly,$1000-$5000,1,19926.62,18,1.033,82.8,free,education,0
60,employed,62905.68,existing paid duly,$5000-$10000,1,9538.77,24,0.07,63.7,free,other,1
33,self-employed,75937.31,existing paid duly,$1000-$5000,2,20109.98,36,0.091,78.8,own,furniture,1
62,unemployed,12777.39,critical account,< $1000,2,9323.14,60,0.112,30.7,own,furniture,0
48,employed,63987.26,existing paid duly,> $10000,0,7260.38,24,0.032,38.7,own,education,1
27,student,5096.42,existing paid duly,$1000-$5000,1,2723.66,12,0.404,84.7,own,education,1
37,self-employed,60783.97,critical account,< $1000,0,7482.77,36,0.043,30.8,own,appliances,1
19,self-employed,40942.97,all paid duly,< $1000,1,7424.8,12,0.233,55.6,own,appliances,1
20,employed,19027.21,existing paid duly,none,0,17007.75,24,0.291,60.9,rent,car,1
36,employed,40472.33,all paid duly,$1000-$5000,3,21204.1,48,0.161,78.2,own,appliances,1
42,retired,35127.79,existing paid duly,< $1000,1,974.02,18,0.016,70.2,own,business,1
59,unemployed,10451.34,existing paid duly,> $10000,0,2416.0,24,0.119,70.4,rent,education,1
25,retired,40949.6,critical account,,1,13695.1,12,0.398,59.6,own,furniture,0
61,retired,25488.73,existing paid duly,$1000-$5000,0,9952.49,6,0.738,46.8,own,other,1
30,employed,83552.89,all paid duly,< $1000,0,6289.13,60,0.01,79.3,own,business,1
26,unemployed,9559.19,delay in past,$1000-$5000,0,5568.19,12,0.415,34.2,own,car,0
54,employed,45354.06,delay in past,none,0,4881.15,18,0.082,72.6,own,furniture,1
58,unemployed,4969.92,existing paid duly,$5000-$10000,2,11820.92,24,1.118,59.9,own,business,1
49,employed,62491.36,delay in past,< $1000,1,882.9,18,0.01,43.8,own,other,1
24,employed,37091.53,all paid duly,> $10000,2,16399.07,6,0.854,100.0,rent,education,1
24,unemployed,6961.8,existing paid duly,,1,6675.44,12,0.684,93.8,rent,appliances,0
38,unemployed,13035.88,no credits,< $1000,0,8823.21,24,0.234,96.5,own,furniture,1
41,self-employed,73079.65,all paid duly,> $10000,2,11855.27,18,0.126,52.4,rent,furniture,1
69,employed,62829.81,critical account,< $1000,2,5083.66,36,0.022,43.7,own,business,0
33,employed,39295.49,delay in past,$5000-$10000,1,18618.81,18,0.227,54.9,own,car,1
28,retired,23571.8,all paid duly,$5000-$10000,0,13800.82,60,0.097,81.1,own,car,1
67,employed,44057.29,all paid duly,< $1000,1,18344.32,12,0.515,83.2,own,business,1
26,employed,57324.66,critical account,< $1000,2,10748.42,18,0.081,58.1,own,car,0
20,self-employed,80274.88,all paid duly,$1000-$5000,2,9826.28,60,0.016,100.0,free,car,1
40,employed,50798.31,all paid duly,$5000-$10000,1,5380.49,48,0.021,98.1,own,car,1
39,self-employed,87943.02,all paid duly,> $10000,1,11680.61,18,0.049,85.7,own,car,1
50,employed,59130.81,no credits,< $1000,0,12066.69,18,0.076,100.0,own,car,1
63,student,7342.56,all paid duly,$1000-$5000,1,9122.93,48,0.158,74.8,rent,furniture,1
66,retired,30961.18,critical account,< $1000,0,3334.96,6,0.133,5.9,own,other,0
33,retired,38329.9,all paid duly,$1000-$5000,0,5825.54,12,0.154,77.2,free,business,1
69,self-employed,88368.86,existing paid duly,$5000-$10000,2,855.69,24,0.01,71.0,own,business,1
51,employed,63693.54,delay in past,$5000-$10000,1,7059.37,48,0.022,73.5,rent,car,1
22,unemployed,9080.87,existing paid duly,< $1000,1,12416.04,24,0.727,60.8,own,car,0
66,student,7393.26,delay in past,< $1000,1,20093.18,24,0.713,58.8,own,other,0
26,self-employed,62484.46,existing paid duly,< $1000,2,4365.89,60,0.01,43.4,own,business,1
49,self-employed,82466.34,existing paid duly,none,2,1739.71,12,0.027,89.5,own,appliances,1
59,unemployed,10366.37,existing paid duly,< $1000,1,6591.97,36,0.207,71.2,own,furniture,1
31,self-employed,60272.48,delay in past,$5000-$10000,0,3557.56,12,0.061,44.9,own,education,0
32,unemployed,9161.9,delay in past,< $1000,0,14062.62,36,0.466,88.4,rent,education,0
43,employed,39835.72,delay in past,< $1000,2,673.32,24,0.011,69.3,rent,car,1
64,employed,42446.38,all paid duly,$1000-$5000,2,21589.6,12,0.313,63.3,own,appliances,1
30,self-employed,54464.75,existing paid duly,none,1,18044.78,24,0.092,68.0,rent,furniture,1
52,employed,72060.07,delay in past,< $1000,0,10068.08,48,0.04,99.3,rent,education,1
42,student,7328.8,all paid duly,> $10000,1,19381.29,24,0.664,100.0,free,car,1
24,self-employed,52957.54,delay in past,none,0,12747.16,6,0.457,66.6,own,business,1
55,employed,31370.3,all paid duly,< $1000,3,22860.18,6,0.73,48.8,own,appliances,1
61,student,10006.57,all paid duly,$1000-$5000,6,7705.06,24,0.299,,free,furniture,0
48,unemployed,13305.04,delay in past,< $1000,3,22930.62,36,0.586,38.6,free,other,0
27,unemployed,14117.17,all paid duly,< $1000,0,4014.82,18,0.178,100.0,free,car,1
26,employed,48202.99,existing paid duly,< $1000,0,7391.66,12,0.145,57.0,rent,appliances,1
40,student,9608.19,existing paid duly,< $1000,1,19675.76,36,0.427,,rent,business,1
44,employed,42581.58,critical account,$5000-$10000,0,7725.57,18,0.089,23.5,free,other,0
47,self-employed,61609.94,existing paid duly,< $1000,1,4821.4,6,0.167,63.5,own,business,1
31,employed,49944.95,existing paid duly,< $1000,2,1826.0,18,0.013,81.2,own,education,1
44,self-employed,53060.41,delay in past,< $1000,0,3404.69,24,0.031,,free,furniture,0
34,unemployed,9433.92,existing paid duly,> $10000,2,8169.54,60,0.158,100.0,rent,appliances,1
53,self-employed,60224.99,critical account,none,0,8714.03,24,0.056,16.5,own,appliances,0
59,employed,40367.1,delay in past,$5000-$10000,3,12739.47,12,0.242,30.5,own,education,0
52,student,7321.01,existing paid duly,< $1000,2,18001.46,48,0.699,81.3,rent,business,0
19,self-employed,83073.99,critical account,> $10000,4,913.91,12,0.01,58.3,own,education,1
69,employed,87691.11,existing paid duly,< $1000,1,17746.85,60,0.023,64.2,rent,car,1
20,retired,13883.32,no credits,none,1,12344.18,18,0.752,50.7,own,car,0
69,unemployed,5032.67,all paid duly,< $1000,1,16013.89,48,0.48,65.4,own,business,0
20,retired,15959.92,existing paid duly,< $1000,0,15261.09,48,0.272,51.5,rent,business,1
45,retired,23132.38,all paid duly,$1000-$5000,1,19018.07,48,0.105,87.5,free,business,1
24,retired,31524.56,existing paid duly,$1000-$5000,0,2320.91,6,0.117,68.7,own,education,1
23,unemployed,10862.45,existing paid duly,$1000-$5000,0,11644.55,48,0.244,77.7,own,furniture,1
53,self-employed,55130.97,existing paid duly,none,1,19137.38,36,0.061,76.6,own,car,1
56,employed,53330.73,no credits,$1000-$5000,0,14524.52,18,0.197,84.8,own,car,1
25,employed,34099.64,delay in past,< $1000,1,2502.58,24,0.026,42.6,free,car,0
68,unemployed,8231.01,existing paid duly,> $10000,0,12472.3,24,0.706,56.7,own,business,1
35,employed,44683.51,all paid duly,$1000-$5000,1,16902.56,60,0.086,84.8,free,appliances,1
35,student,,existing paid duly,,0,5859.8,36,0.474,69.0,rent,other,1
34,employed,26709.36,existing paid duly,$5000-$10000,0,12833.62,18,0.277,74.6,own,car,1
42,employed,27335.33,existing paid duly,$1000-$5000,3,19421.24,24,0.273,57.2,own,appliances,1
28,employed,57034.7,existing paid duly,$1000-$5000,1,11251.18,12,0.106,81.6,free,education,1
40,employed,48864.34,no credits,< $1000,0,4286.65,18,0.072,48.8,own,furniture,1
29,employed,54624.21,delay in past,$1000-$5000,1,11779.74,36,0.07,42.1,rent,business,1
21,employed,16025.43,existing paid duly,< $1000,0,11966.08,24,0.375,90.3,own,other,1
37,student,4000.0,no credits,none,1,8773.41,36,0.621,49.6,own,furniture,1
53,employed,55445.64,delay in past,$5000-$10000,0,13752.52,24,0.099,68.9,own,business,1
57,employed,4000.0,existing paid duly,none,1,9397.49,18,0.839,44.6,own,car,1
37,employed,64287.91,existing paid duly,$1000-$5000,1,18489.87,36,0.061,41.5,rent,car,1
35,employed,16282.75,existing paid duly,none,2,17530.37,6,1.5,43.1,rent,car,1
59,employed,58282.68,existing paid duly,< $1000,1,17002.7,60,0.04,72.1,own,car,1
53,unemployed,6200.96,existing paid duly,$5000-$10000,1,11296.42,60,0.195,83.1,own,business,1
61,unemployed,12304.05,no credits,none,0,4328.78,48,0.082,93.3,own,car,0
65,employed,95528.53,all paid duly,$1000-$5000,0,14626.23,48,0.033,100.0,free,business,1
60,self-employed,10628.17,critical account,$1000-$5000,4,2212.76,24,0.087,50.5,rent,appliances,0
66,employed,55952.19,existing paid duly,$5000-$10000,2,11651.98,24,0.117,55.0,rent,appliances,1
40,employed,16521.44,existing paid duly,none,1,1609.75,48,0.024,54.9,free,furniture,1
39,retired,27584.86,all paid duly,$1000-$5000,3,12424.79,12,0.226,96.2,own,car,1
35,employed,41743.34,delay in past,< $1000,1,14569.26,48,0.097,75.6,own,furniture,1
30,retired,25090.17,all paid duly,< $1000,0,8674.37,12,0.306,63.4,own,car,1
57,employed,30640.94,all paid duly,< $1000,3,9924.05,48,0.074,100.0,rent,furniture,1
55,employed,57293.52,all paid duly,< $1000,1,3039.2,24,0.032,47.4,own,education,1
59,employed,22188.36,delay in past,< $1000,0,6386.07,48,0.042,57.0,rent,business,0
27,employed,64555.79,existing paid duly,none,1,9621.5,24,0.073,68.1,own,car,1
44,retired,20562.3,no credits,< $1000,0,17339.46,24,0.306,66.3,own,car,1
30,employed,22907.62,all paid duly,$1000-$5000,1,18911.14,60,0.087,82.6,own,appliances,1
64,student,12465.82,existing paid duly,< $1000,1,20049.55,18,0.91,54.6,rent,other,0
32,student,7811.44,existing paid duly,none,0,2455.14,12,0.228,78.0,own,business,1
26,self-employed,86718.97,existing paid duly,< $1000,2,6903.72,6,0.08,71.1,rent,education,1
48,employed,64236.36,all paid duly,< $1000,0,9526.8,24,0.066,98.8,rent,business,1
63,employed,32429.21,delay in past,$1000-$5000,2,14315.41,24,0.165,78.6,own,car,1
65,employed,43661.41,critical account,$5000-$10000,0,14204.57,24,0.138,37.3,rent,other,0
23,unemployed,9381.27,existing paid duly,$1000-$5000,0,15827.32,6,1.5,55.3,own,car,1
35,employed,69039.28,all paid duly,$1000-$5000,0,10169.54,6,0.242,61.5,rent,business,1
26,retired,27675.15,existing paid duly,none,0,11353.39,48,0.09,100.0,own,car,1
34,self-employed,55208.53,all paid duly,> $10000,0,19231.13,36,0.101,100.0,rent,business,1
46,employed,41851.9,no credits,< $1000,0,5180.55,12,0.133,86.0,own,appliances,1
33,unemployed,8840.75,all paid duly,< $1000,1,16981.98,6,1.5,83.1,own,business,0
22,employed,65547.33,critical account,< $1000,2,15818.5,12,0.126,49.7,rent,furniture,1
45,retired,24031.12,existing paid duly,none,3,3716.51,48,0.032,93.5,own,education,1
21,employed,38778.79,delay in past,$1000-$5000,0,18566.59,36,0.189,38.9,rent,education,1
30,retired,19258.14,existing paid duly,< $1000,1,18038.42,24,0.468,70.5,own,business,1
19,student,6449.46,existing paid duly,< $1000,0,15700.34,24,1.5,50.1,own,education,1
23,student,4074.13,no credits,none,0,2972.08,48,0.195,67.7,own,education,0
41,employed,33181.59,existing paid duly,> $10000,2,3545.93,18,0.077,97.8,rent,business,1
62,student,12195.58,all paid duly,$1000-$5000,2,15204.61,18,0.466,100.0,own,car,0
58,employed,41746.06,existing paid duly,$5000-$10000,1,2721.35,18,0.031,72.4,own,business,1
24,unemployed,11218.9,all paid duly,$5000-$10000,3,3116.1,60,0.054,33.5,own,car,1
20,employed,5959.58,existing paid duly,$5000-$10000,0,8305.45,24,0.638,58.2,own,business,1
36,employed,53950.9,existing paid duly,< $1000,3,695.6,24,0.01,71.8,rent,furniture,1
52,employed,42458.69,no credits,none,0,14568.93,48,0.111,66.1,rent,appliances,0
57,employed,37417.32,all paid duly,< $1000,0,11034.04,12,0.196,82.6,rent,car,1
60,employed,47850.12,critical account,< $1000,0,2024.4,18,0.024,39.4,own,education,0
36,student,6611.69,no credits,$1000-$5000,3,12764.84,24,1.15,60.4,own,car,0
27,employed,11548.97,all paid duly,none,0,1554.71,60,0.031,81.9,rent,appliances,1
20,unemployed,11905.08,all paid duly,none,0,1878.57,12,0.182,79.3,rent,car,0
26,employed,48827.53,existing paid duly,$1000-$5000,3,11461.58,24,0.117,57.3,own,education,1
22,unemployed,8011.08,existing paid duly,none,1,10758.88,48,0.434,100.0,rent,car,1
62,unemployed,5956.52,all paid duly,none,0,7110.4,36,0.312,73.4,own,appliances,1
32,employed,21849.74,existing paid duly,none,0,12624.54,24,0.171,29.4,own,furniture,1
60,unemployed,9705.26,existing paid duly,$1000-$5000,0,8053.49,12,0.502,100.0,own,education,1
47,retired,37552.9,all paid duly,none,1,12543.02,12,0.283,66.8,own,car,1
46,student,8568.87,critical account,none,2,8052.89,18,0.716,51.2,own,furniture,0
42,employed,23221.5,critical account,< $1000,1,15163.95,12,0.563,22.7,own,car,0
60,employed,48545.59,all paid duly,$1000-$5000,1,12385.88,48,0.063,92.2,own,education,1
21,unemployed,8831.97,all paid duly,none,2,3982.93,36,0.118,81.1,own,car,0
23,employed,58608.69,all paid duly,none,0,13882.24,48,0.063,100.0,own,other,1
40,student,9698.85,all paid duly,$5000-$10000,2,17365.43,12,1.113,78.2,own,furniture,1
39,employed,4000.0,existing paid duly,$5000-$10000,1,1873.77,18,0.285,58.2,rent,business,1
46,student,9526.68,existing paid duly,none,1,13013.94,36,0.295,74.6,rent,furniture,1
56,employed,29195.2,existing paid duly,< $1000,1,16709.05,12,0.501,63.1,own,car,1
48,employed,22607.77,all paid duly,none,2,3009.3,12,0.112,47.3,own,appliances,1
32,retired,22416.82,all paid duly,$1000-$5000,2,19890.44,18,0.582,71.2,own,appliances,1
35,student,9150.72,critical account,< $1000,1,9018.01,12,0.893,86.6,own,business,0
57,retired,10217.83,critical account,> $10000,1,15632.27,6,1.5,2.2,own,appliances,0
29,retired,29918.44,no credits,$5000-$10000,2,19834.62,18,0.539,74.3,own,car,1
44,employed,57022.59,existing paid duly,$1000-$5000,2,21777.72,48,0.07,65.6,own,other,1
46,employed,45739.88,existing paid duly,none,4,14263.85,6,0.372,100.0,rent,furniture,0
57,employed,31334.93,existing paid duly,$5000-$10000,0,14233.34,24,0.125,50.0,own,appliances,1
55,employed,29574.8,existing paid duly,$1000-$5000,1,5678.55,24,0.063,71.8,own,business,1
42,employed,61158.43,critical account,$1000-$5000,0,6155.9,24,0.034,47.4,own,furniture,1
34,retired,11305.73,no credits,none,1,17944.5,24,0.96,66.8,rent,education,0
37,employed,61765.41,all paid duly,$1000-$5000,0,8265.76,6,0.332,68.2,rent,other,1
39,employed,42398.11,critical account,$5000-$10000,1,17364.34,6,0.56,34.6,rent,car,0
30,employed,43490.61,all paid duly,> $10000,0,1486.64,24,0.019,76.4,free,furniture,1
50,employed,18097.62,all paid duly,$1000-$5000,0,4755.94,60,0.061,76.4,own,business,1
29,employed,42689.21,delay in past,< $1000,0,3816.83,18,0.048,66.8,own,furniture,0
52,self-employed,63167.26,delay in past,< $1000,1,11316.71,24,0.107,57.3,rent,furniture,0
57,employed,23951.54,existing paid duly,$1000-$5000,2,2277.38,60,0.025,79.9,own,business,1
68,self-employed,61075.17,delay in past,$5000-$10000,2,7926.02,36,0.055,55.9,rent,other,1
25,retired,24747.7,existing paid duly,$1000-$5000,1,20718.37,36,0.305,87.3,own,education,1
57,self-employed,40283.65,all paid duly,< $1000,1,16786.6,24,0.166,100.0,own,other,1
23,self-employed,67555.05,existing paid duly,none,4,18397.84,48,0.046,64.8,own,car,1
36,employed,10314.46,delay in past,$1000-$5000,1,3291.47,24,0.206,64.8,own,car,1
27,employed,50460.22,delay in past,$5000-$10000,0,7608.9,36,0.036,26.7,rent,car,0
27,employed,70506.1,all paid duly,none,0,13771.47,36,0.055,41.4,own,furniture,1
27,retired,36095.52,all paid duly,< $1000,2,1013.86,18,0.013,100.0,own,business,1
21,self-employed,59094.48,delay in past,> $10000,2,9858.8,60,0.03,44.0,own,car,1
60,employed,40248.53,all paid duly,< $1000,2,20468.25,60,0.06,86.5,rent,furniture,1
22,employed,34986.11,no credits,< $1000,1,2210.91,24,0.036,47.9,rent,business,1
39,student,7151.81,delay in past,< $1000,0,18172.06,12,1.5,27.1,rent,business,0
54,self-employed,61897.29,existing paid duly,< $1000,1,4507.83,36,0.02,57.2,own,business,1
69,self-employed,37308.16,all paid duly,none,0,4187.59,18,0.059,93.6,own,education,1
62,retired,30362.36,no credits,$1000-$5000,0,4311.0,24,0.068,60.7,own,other,1
25,self-employed,90823.52,no credits,$1000-$5000,1,19592.47,6,0.485,64.0,own,business,1
69,self-employed,50873.73,delay in past,$1000-$5000,1,12886.68,48,0.077,36.6,own,other,1
52,employed,23825.78,existing paid duly,$1000-$5000,1,15897.4,60,0.156,91.0,rent,other,1
28,employed,23820.27,all paid duly,none,1,8027.2,6,0.577,97.6,own,appliances,1
41,retired,30523.15,existing paid duly,none,1,18404.81,36,0.235,61.3,own,car,1
65,self-employed,50912.62,all paid duly,none,2,13032.55,48,0.059,94.3,own,education,1
39,employed,58810.09,all paid duly,none,1,12806.62,12,0.22,77.6,own,furniture,1
28,self-employed,42287.86,all paid duly,$1000-$5000,6,19721.34,12,0.485,75.9,own,car,1
63,employed,58082.32,existing paid duly,none,3,17923.94,18,0.169,69.1,rent,education,1
67,student,7556.76,all paid duly,$1000-$5000,1,14486.16,48,0.425,93.6,rent,car,1
68,employed,33463.06,all paid duly,none,1,2959.68,24,0.047,65.9,rent,education,1
67,student,6877.2,existing paid duly,none,1,18271.23,12,1.5,79.0,rent,appliances,1
63,employed,26146.39,existing paid duly,none,1,5866.91,12,0.246,100.0,own,furniture,1
42,employed,76332.41,all paid duly,< $1000,1,20922.08,24,0.107,85.3,rent,other,1
28,employed,43481.99,no credits,$1000-$5000,0,8017.4,6,0.357,70.6,rent,appliances,1
50,student,9804.64,no credits,$5000-$10000,0,2839.95,24,0.169,68.5,own,appliances,1
30,employed,36544.31,existing paid duly,none,3,7663.24,6,0.217,78.6,rent,car,1
43,employed,28432.14,delay in past,$1000-$5000,0,11683.92,36,0.095,21.0,free,other,1
52,unemployed,8263.28,all paid duly,$1000-$5000,0,8133.2,36,0.311,100.0,rent,car,1
67,employed,62343.78,delay in past,< $1000,2,18325.22,48,0.043,67.7,own,appliances,1
33,employed,36798.47,delay in past,none,2,15183.33,12,0.274,38.4,own,car,0
31,employed,31289.12,no credits,none,0,4662.29,24,0.082,70.6,rent,car,1
56,student,8435.3,no credits,none,1,11558.02,36,0.237,60.0,rent,furniture,0
19,employed,52859.61,all paid duly,$5000-$10000,3,18235.41,24,0.17,87.4,own,business,1
47,employed,70874.86,no credits,< $1000,0,17879.06,12,0.133,71.1,own,other,1
57,employed,50571.57,existing paid duly,< $1000,1,8611.49,6,0.202,74.1,own,business,1
47,employed,55142.88,no credits,$1000-$5000,2,20379.77,24,0.15,51.5,own,business,1
38,employed,56328.58,delay in past,< $1000,1,1261.47,24,0.014,41.3,rent,furniture,0
61,employed,26840.01,existing paid duly,$1000-$5000,2,15065.03,60,0.105,90.6,own,other,1
37,employed,29827.52,delay in past,none,0,15748.7,48,0.099,40.4,own,furniture,1
55,employed,27928.63,delay in past,< $1000,2,9669.28,36,0.096,2.4,rent,other,0
42,student,4269.99,existing paid duly,none,0,714.0,60,0.032,67.3,own,appliances,1
20,employed,57528.49,critical account,< $1000,1,14592.04,36,0.084,78.4,rent,furniture,1
46,employed,49568.29,critical account,< $1000,1,7539.0,6,0.217,50.3,own,furniture,0
